expected_value,model_output,prediction_probability,target_present,Movement_leftEar,Movement_leftShoulder,Movement_neck,Movement_nose,Movement_rightEar,Movement_rightShoulder,Movement_spineLower,Movement_spineMid,Movement_spineUpper,Movement_tailBase,All_bp_movements_Animal_1_sum,All_bp_movements_Animal_1_mean,All_bp_movements_Animal_1_min,All_bp_movements_Animal_1_max,Mean_All_bp_movements_Animal_1_mean_2,Sum_All_bp_movements_Animal_1_mean_2,Mean_All_bp_movements_Animal_1_mean_5,Sum_All_bp_movements_Animal_1_mean_5,Mean_All_bp_movements_Animal_1_mean_6,Sum_All_bp_movements_Animal_1_mean_6,Mean_All_bp_movements_Animal_1_mean_7.5,Sum_All_bp_movements_Animal_1_mean_7.5,Mean_All_bp_movements_Animal_1_mean_15,Sum_All_bp_movements_Animal_1_mean_15,Sum_probabilities,Mean_probabilities,Low_prob_detections_0.1,Low_prob_detections_0.5,Low_prob_detections_0.75
0.4180399999999836,0.8815000297856441,0.8815,1,0.022749986694600145,0.005334530370513697,0.003524799054806751,0.006398554273016117,0.015245969888592326,0.010419864186660792,0.01207299323719889,0.014012756498712928,0.017332631694533696,0.0256637356629577,0.0009430279504234029,0.0010816604436431553,0.005907610513227865,0.00809683699756487,0.00856591072181729,0.006766847610955722,0.012855860054750128,0.013712629283847883,0.015506437758146897,0.012937249813196444,0.0261199595403213,0.029284100979684452,0.060001795124820706,0.05464744622416891,0.030269631957330727,0.029122557266159338,0.0,0.0023675087593790067,0.012517137224629273
0.4180399999999836,0.8435000257823653,0.8435,1,-0.01622027617055041,-0.004714928937350793,0.005213175832518333,0.008287939250181066,0.005047380605468183,0.031120559924434542,-0.0013241314699332562,0.04338958415513126,0.009553742943455994,0.01886432090162821,0.00623334323075972,0.007082557754259344,0.004726620913279777,0.002620152334111241,0.010179846439419049,0.008174009633739097,0.007011825908706879,0.0051944255396995055,0.01435221417952567,0.011596391727887614,0.024591794360069592,0.025772825741906695,0.06749478814126164,0.06771220269043855,0.025817219847464764,0.02244653324178886,0.0,0.001832622119154781,0.01340328494392578
0.4180399999999836,0.33699999376416845,0.337,1,-0.0018431509064288055,0.0017632658498606445,-0.0043743226912260355,0.0010625365213966997,-0.005727310756992763,-0.010255225407588364,0.0028698287209261595,-0.03457060334235489,-0.014766053312887628,0.0020058134142051376,-0.0012716775061001062,-0.0016121115968960797,0.008969422397774762,-0.0006522407213550263,-0.00010875043229918724,-0.000627167863017366,0.0017421270529382582,0.0015592593540393906,-0.00028210893688489946,0.0027587239690733067,-0.009061724696622421,-0.009220841858158862,0.008319088220343244,0.003231818540788467,-0.006338622575641129,-0.002629898406569966,0.0,-0.005849488493287076,-0.006130590772850564
0.4180399999999836,0.8105000243174704,0.8105,1,0.015663043461639995,0.012767208649079969,0.0007358280428257036,0.011099810028162764,0.01348217938264777,-0.0032794286716401988,-0.00024236612094481912,0.018773511070496428,0.048697032847591686,0.022386919044711462,0.0030687559215388837,0.003954853802984033,0.015707792639784682,0.014352615270315514,0.007137014520998388,0.006983429081667296,0.015852935205393923,0.014922455319509816,0.020514906600246564,0.01691976340355872,0.026019082719749884,0.025971294217043573,0.05270959135748022,0.04993244698903773,-0.014344787652909688,-0.01277355858786514,0.0,-0.006713268752429596,0.012160964526811266
0.4180399999999836,0.7570000214370278,0.757,1,-0.005478697301478199,0.002076461464682886,0.015176668396798466,0.01349039916602079,0.008098624298120081,0.006214333099677969,0.002698044576535974,0.02313698189487818,0.04076668984710901,0.0130663340955968,0.010548960325920564,0.010181438335608153,0.027806304242859056,0.018394248680643308,0.010442399938190565,0.00949475308728017,0.006514004126258231,0.009003846767000532,0.007965987395441677,0.007110064897461097,0.017354404272974584,0.018486088430247828,-0.002940580240972075,-0.0074173189913321206,0.022520452963006043,0.022833212393038593,0.0,0.0013783211991025013,0.030037594076373627
0.4180399999999836,0.4805000077074895,0.4805,1,0.01360712580923721,-0.002500296331225762,0.001697286515548564,-0.0005131318581129918,-0.005957596898724873,-0.014361693671490565,-0.009936935961404582,0.023394998340581966,0.01418396360964806,0.005656805232254616,-0.007532528639628104,-0.004609369692079515,-0.00516182502596366,0.005516119864068276,0.0029538491600437132,0.004347842871572052,0.0090895105840264,0.007052139240310531,0.007030164200806013,0.006397021269936402,0.0110104603090425,0.01167322964830202,-0.014274845148641049,-0.013791700629386412,-0.0037720883799485174,-0.00031577193862167616,0.0,0.00173934046224538,0.01983793476510993
0.4180399999999836,0.8780000273648609,0.878,1,0.01066909188783696,-0.00042019388214162843,0.00226099053534762,0.007158829166245377,0.012403278529600525,0.012327150941324048,0.004435672299550042,0.06931151111755524,0.015284878770109369,0.0037033628092573733,0.007886003886237648,0.006208940263864875,0.006953914784990918,0.014095198975029035,0.0009502151388878666,0.0016022450274555755,0.012861462180181844,0.01279081149138392,0.019599273735266445,0.01880410705091177,0.02557072526575535,0.026523989639720115,0.06103452224395351,0.06217825269986101,0.015682340034386833,0.016593427943029385,0.0,0.002171355060627551,0.011318669768648783
0.4180399999999836,0.7365000194946432,0.7365,1,0.020069701983033532,0.0003909533414238098,0.005183897720965041,0.004749557258783507,-0.0005624342959278472,0.0027578037243413344,-0.004559354369293267,0.010251817846446656,0.007657211225056297,0.008875651238996465,0.005952977826255426,0.0071352399562999835,-0.0002435295679247762,0.012596194009180434,0.009696376830993812,0.009053577259567173,0.012536628396860578,0.014653854199212564,0.016203531052602447,0.015294954523971694,0.023004166262774337,0.02638296077990484,0.04632952748477024,0.04378115274088621,-0.001236001442370327,-0.0014287616650003976,0.0,0.0017109300682653838,0.022221435104584374
0.4180399999999836,0.9435000311050603,0.9435,1,0.01358816233309076,-0.0034639302560927556,0.00367789747313898,0.009586254852024271,0.008669929262281552,0.02276080060308935,0.009542703783940586,0.047706654844446826,0.020058127689838195,0.005990574694661328,0.010165761874201196,0.008700969365737929,0.00622960634037522,0.013929173672195469,0.009525477658884025,0.011283417260248552,0.02045914942954546,0.017322875162381603,0.025607143932388877,0.024110465327679007,0.03028522834237359,0.032021597308811815,0.06360363609426929,0.068695709612136,0.017211520786257647,0.017007336978777998,0.0,0.002264441040611711,0.008919345637782286
0.4180399999999836,0.8395000233619734,0.8395,1,-0.009731838839349506,-0.0004259318949248847,0.002129254874705748,0.0109135158344741,0.004341750312765169,0.014240247729463713,0.0019290286808174117,0.04840772791801448,0.009709806532119973,0.004271743845455245,0.011127842197501545,0.0074908578624756665,0.009427436769345916,-0.0036374644492656893,0.009812157158249162,0.010168804728097242,0.01127410725845998,0.013456680082242833,0.018241208846999993,0.01786129629625539,0.03215207412076909,0.03146321637457147,0.07575918198341006,0.07857499161704219,9.426524660266166e-05,0.002239709340713798,0.0,0.0013047874245008372,0.008863565510476122
